Number of Cities,Total Length,Time (s)
16,415.99181933930663,0.0
16,469.91802002015527,0.0
16,441.06004538669356,0.0
16,406.91902585314244,0.0
16,399.04301192971076,0.0
16,456.65236942682725,0.0
16,410.39482197441714,0.0
16,357.30670644061456,0.0
16,538.5039700642727,0.0
16,470.6302521123624,0.0
16,321.2791400135077,0.0
16,487.7942483122379,0.0
16,535.3600161836134,0.0
16,478.3231961530121,0.0
16,447.23374657690516,0.0
16,347.2734433145758,0.0
16,374.0954838006121,0.0
16,521.2705793547442,0.0
16,422.9818272263575,0.0
16,373.6260000830111,0.0
16,324.4506531078107,0.0
16,365.79346392394814,0.0
16,438.29248274318724,0.0
16,341.581916514501,0.0
16,412.5565376160415,0.0
16,464.34955183433,0.0
16,394.781379506376,0.0
16,494.3045043001853,0.0
16,403.20721536295423,0.0
16,390.29800031901266,0.0
16,505.05786490115906,0.0
16,403.8166461414931,0.0
16,343.0589807418496,0.0
16,425.11722082183303,0.0
16,315.8086066879013,0.0
16,382.58142754180335,0.0
16,330.6660612550203,0.0
16,450.2269520224271,0.0
16,377.8510586589825,0.0
16,376.4763431046672,0.0
16,523.9508932284915,0.0
16,348.3265318647358,0.0
16,462.0263770843251,0.0
16,417.6364666663659,0.0
16,339.50346631186875,0.0
16,402.54591912693127,0.0
16,373.1341162794005,0.0
16,365.76999357202345,0.0
16,498.6857622458809,0.0
16,386.64534283993606,0.0
16,442.85893842525445,0.0
16,496.0234898795288,0.0
16,427.6456405729713,0.0
16,339.90701196959617,0.0
16,316.33409288936383,0.0
16,308.3884625306403,0.0
16,385.826768360912,0.0
16,431.67291712761966,0.0
16,358.8263128495419,0.0
16,300.98804185234246,0.0
16,387.0994365433702,0.0
16,476.6674208134216,0.0
16,439.13199830606095,0.0
16,420.6434895265643,0.0
16,471.20224311555137,0.0
16,443.6860028641301,0.0
16,479.6918594296971,0.0
16,546.3983472576803,0.0
16,368.3050130376299,0.0
16,338.728692949106,0.0
16,359.5914891838394,0.008034706115722656
16,419.11227083279744,0.0
16,477.79243906516996,0.0
16,381.31960941505224,0.0
16,464.4773507834889,0.0
16,506.42591487815866,0.0
16,383.4728737319395,0.0
16,383.83766203502785,0.0
16,411.68747379270104,0.0
16,404.8730924239588,0.0
16,321.37004005502473,0.0
17,373.9544797135799,0.0
17,379.15106080294504,0.0
17,378.5578307999073,0.0
17,479.7006639060446,0.0
17,416.072568928988,0.0
17,428.43007264731284,0.0
17,491.23796223483043,0.0
17,395.18053457626286,0.0
17,386.05239643076453,0.0
17,390.7154912422833,0.0
17,490.4698265667071,0.0
17,456.4592056096766,0.0
17,389.3572007853309,0.0
17,452.03672590026224,0.0
17,415.9971879500079,0.0
17,458.2527010054279,0.0
17,338.20475929482825,0.0
17,410.678530219142,0.0
17,317.83236120464545,0.0
17,353.69994395274813,0.0
17,365.1470130361206,0.0
17,567.4711230893903,0.0
17,358.59639011230627,0.0
17,390.3005581913752,0.0
17,357.81881650762506,0.0
17,389.8209902117524,0.0
17,417.4760759357099,0.0
17,445.4150033001163,0.0
17,435.8066065073769,0.0
17,407.6083236812117,0.0
17,360.08186141303065,0.0
17,484.36889778009356,0.0
17,405.23706428642276,0.0
17,447.7381960086557,0.0
17,371.27162749093264,0.0
17,448.1566055926054,0.0
17,382.5067877155176,0.0
17,492.12307754747894,0.0
17,421.45921718940514,0.0
17,421.68412029989946,0.0
17,530.5861735054307,0.0
17,411.76280651921496,0.0
17,314.8213790290351,0.0
17,422.0193579433618,0.0
17,452.84303318327716,0.0
17,389.7813614236485,0.0
17,475.8079027543873,0.0
17,374.91274123241266,0.0
17,389.86485530627,0.0
17,376.3593217673622,0.0
17,484.7407094926738,0.0
17,375.63912631089704,0.0
17,414.0408082318744,0.0
17,337.00564959854876,0.0
17,360.6263482931208,0.0
17,408.56843568267124,0.0
17,434.5308473087307,0.0
17,377.9297561037262,0.0
17,456.907468628584,0.0
17,415.2631243878473,0.0
